"GEOID10","maz","taz"
"060133551143004",411149,400212
"060133551143005",411149,400212
"060133551143006",414378,400212
"060133551143007",414378,400212
"060133551143008",414378,400212
"060133551143009",414378,400212
"060133551143010",424679,400212
"060133551143011",414378,400212
"060133551143012",414378,400212
"060133551143013",414378,400212
"060133551143014",414378,400212
"060133551143015",414378,400212
"060133551143016",414378,400212
"060133551143017",417649,400212
"060133551143018",422997,400212
"060133551143019",422621,400212
"060133551143020",422622,400212
"060133551143021",422997,400212
"060133551143022",414378,400212
"060133551143023",422997,400212
"060133551143024",422997,400212
"060133551143025",411862,400212
"060133551143026",411862,400212
"060133551143027",411862,400212
"060133551143028",411862,400212
"060133551143029",411862,400212
"060133551143030",410752,400212
"060133551143031",410752,400212
"060133551143032",413270,400212
"060133551143033",413270,400212
"060133551143034",410752,400212
"060133551143035",410752,400212
"060133551143036",410752,400212
"060133551143037",413270,400212
"060133551143038",413270,400212
"060133551143039",417649,400212
"060133551143040",411998,400212
"060133551143041",411998,400212
"060133551143042",411998,400212
"060133551143043",411998,400212
"060133551143044",411998,400212
"060133551143045",410586,400212
"060133551143046",411998,400212
"060133551143047",411862,400212
"060133551143048",410752,400212
"060133551143049",410752,400212
"060133551143050",411998,400212
"060133551143051",411600,400212
"060133551143052",411600,400212
"060133551143053",411600,400212
"060133551143054",413809,400212
"060133551143055",410586,400212
"060133551143056",411598,400212
"060133551143057",410586,400212
"060133551143058",411600,400212
"060133551143059",411598,400212
"060133551143060",410324,400212
"060133551143061",410324,400212
"060133551143062",413810,400212
"060133551143063",413810,400212
"060133551143064",419282,400212
"060133551143065",419282,400212
"060133551143066",419282,400212
"060133551143067",413810,400212
"060133551143068",419282,400212
"060133551143069",418812,400212
"060133551143070",418812,400212
"060133551143071",411598,400212
"060133551143072",419282,400212
"060133551151000",420363,400211
"060133551151001",411148,400211
"060133551151002",412403,400211
"060133551151003",412403,400211
"060133551151004",412403,400211
"060133551151005",412403,400211
"060133551151006",412403,400211
"060133551151007",412403,400211
"060133551151008",412403,400211
"060133551151009",414486,400211
"060133551151010",414486,400211
"060133551151011",414486,400211
"060133551151012",414486,400211
"060133551151013",412002,400211
"060133551151014",412002,400211
"060133551151015",411148,400211
"060133551151016",411148,400211
"060133551151017",414486,400211
"060133551151018",414486,400211
"060133551151019",412403,400211
"060133551151020",412403,400211
"060133551151021",412403,400211
"060133551151022",412403,400211
"060133551151023",414486,400211
"060133551151024",414486,400211
"060133551151025",414778,400211
"060133551151026",411139,400211
"060133551151027",414376,400211
"060133551151028",411139,400211
"060133551151029",411139,400211
"060133551151030",414371,400211
"060133551151031",411139,400211
"060133551151032",411139,400211
"060133551151033",420363,400211
"060133551151034",414778,400211
"060133551151035",414778,400211
"060133551151036",414486,400211
"060133551151037",411139,400211
"060133551151038",424279,400211
"060133551151039",415540,400211
"060133551151040",415540,400211
"060133551151041",427340,400211
"060133551151042",424279,400211
"060133551151043",415543,400211
"060133551151044",415543,400211
"060133551151045",415540,400211
"060133551151046",427340,400211
"060133551151047",427340,400211
"060133551151048",427340,400211
"060133551151049",415542,400211
"060133551151050",415542,400211
"060133551151051",415543,400211
"060133551151052",415543,400211
"060133551151053",427340,400211
"060133551151054",415542,400211
"060133551151055",427340,400211
"060133551151056",411139,400211
"060133551151057",411139,400211
"060133551151058",415544,400211
"060133551151059",415544,400211
"060133551151060",411139,400211
"060133551151061",415544,400211
"060133551151062",415544,400211
"060133551151063",415544,400211
"060133551151064",414376,400211
"060133551151065",414376,400211
"060133551151066",414376,400211
"060133551151067",414376,400211
"060133551151068",414376,400211
"060133551151069",414370,400211
"060133551151070",418169,400211
"060133551151071",414370,400211
"060133551151072",414370,400211
"060133551161000",418086,400074
"060133551161001",418084,400074
"060133551161002",418084,400074
"060133551161003",418084,400074
"060133551161004",418084,400074
"060133551161005",418084,400074
"060133551161006",418084,400074
"060133551161007",425887,400074
"060133551161008",415295,400074
"060133551161009",425887,400074
"060133551161010",425887,400074
"060133551161011",415295,400074
"060133551161012",415295,400074
"060133551161013",415295,400074
"060133551161014",415295,400074
"060133551161015",415295,400074
"060133551161016",423577,400074
"060133551161017",425887,400074
"060133551161018",425887,400074
"060133551161019",422196,400074
"060133551161020",425887,400074
"060133551161021",410587,400074
"060133551161022",422197,400074
"060133551161023",422197,400074
"060133551161024",415295,400074
"060133551161025",423577,400074
"060133551161026",415295,400074
"060133551161027",413808,400074
"060133551161028",412551,400074
"060133551161029",415295,400074
"060133551161030",425887,400074
"060133551161031",415295,400074
"060133551161032",423577,400074
"060133551161033",425887,400074
"060133551161034",425887,400074
"060133551161035",427514,400074
"060133551161036",427514,400074
"060133551161037",427514,400074
"060133551161038",427514,400074
"060133551161039",427514,400074
"060133551161040",427514,400074
"060133551161041",427514,400074
"060133551161042",427514,400074
"060133551161043",427514,400074
"060133551161044",427514,400074
"060133551161045",427514,400074
"060133551161046",410587,400074
"060133551161047",410587,400074
"060133551161048",412394,400074
"060133551161049",412395,400074
"060133551161050",425080,400074
"060133551161051",412003,400074
"060133551161052",412394,400074
"060133551161053",425503,400074
"060133551161054",425503,400074
"060133551161055",425503,400074
"060133551161056",413808,400074
"060133551161057",425503,400074
"060133551161058",413808,400074
"060133551161059",425080,400074
"060133551161060",425503,400074
"060133551161061",412551,400074
"060133551161062",412551,400074
"060133551161063",412551,400074
"060133551161064",412551,400074
"060133551161065",410746,400074
"060133551161066",427514,400074
"060133551161067",422197,400074
"060133551161068",415295,400074
"060133551171000",413811,400073
"060133551171001",410891,400073
"060133551171002",412552,400073
"060133551171003",412946,400073
"060133551171004",410891,400073
"060133551171005",411144,400073
"060133551171006",416222,400073
"060133551171007",412552,400073
"060133551171008",412946,400073
"060133551171009",411144,400073
"060133551171010",411144,400073
"060133551171011",411144,400073
"060133551171012",413803,400073
"060133551171013",410891,400073
"060133551171014",411135,400073
"060133551171015",410588,400073
"060133551171016",413803,400073
"060133551171017",410588,400073
"060133551171018",410588,400073
"060133551171019",410588,400073
"060133551171020",412946,400073
"060133551171021",418168,400073
"060133551171022",418168,400073
"060133551171023",412553,400073
"060133551171024",411143,400073
"060133551171025",414774,400073
"060133551171026",423998,400073
"060133551171027",423998,400073
"060133551171028",414374,400073
"060133551171029",411142,400073
"060133551171030",412553,400073
"060133551171031",423998,400073
"060133551171032",418168,400073
"060133551171033",414372,400073
"060133551171034",414235,400073
"060133551171035",414372,400073
"060133551171036",412553,400073
"060133551171037",414774,400073
"060133551171038",423998,400073
"060133551171039",420554,400073
"060133551171040",420554,400073
"060133551171041",420554,400073
"060133551171042",420554,400073
"060133551171043",420953,400073
"060133551171044",420554,400073
"060133551171045",420554,400073
"060133551171046",420554,400073
"060133551171047",420554,400073
"060133551171048",420554,400073
"060133551171049",420554,400073
"060133551171050",420554,400073
"060133551171051",420953,400073
"060133551171052",420554,400073
"060133551171053",420953,400073
"060133551171054",420953,400073
"060133551171055",420953,400073
"060133551171056",420554,400073
"060133551171057",420953,400073
"060133551171058",420554,400073
"060133551171059",420953,400073
"060133551171060",420953,400073
"060133551171061",418168,400073
"060133551171062",420554,400073
"060133551171063",420554,400073
"060133551171064",420554,400073
"060133551171065",420554,400073
"060133551171066",420554,400073
"060133551171067",420554,400073
"060133551171068",420554,400073
"060133551171069",420554,400073
"060133551171070",420554,400073
"060133551171071",420554,400073
"060133551171072",420554,400073
"060133551171073",420554,400073
"060133551171074",420554,400073
"060133551171075",420554,400073
"060133551171076",420953,400073
"060133551171077",420953,400073
"060133551171078",410891,400073
"060133551171079",420554,400073
"060133551171080",420554,400073
"060133551171081",416222,400073
"060133551171082",419450,400073
"060133551171083",416222,400073
"060133551171084",414482,400073
"060133551171085",419450,400073
"060133551171086",416222,400073
"060133551171087",416222,400073
"060133551171088",414482,400073
"060133551171089",414482,400073
"060133551171090",416223,400073
"060133551171091",416223,400073
"060133551171092",416223,400073
"060133551171093",414235,400073
"060133551171094",411142,400073
"060133551171095",411142,400073
"060133552001000",411090,400215
"060133552001001",411090,400215
"060133552001002",411090,400215
"060133552001003",411090,400215
"060133552001004",411090,400215
"060133552001005",411090,400215
"060133552001006",411090,400215
"060133552001007",411090,400215
"060133552001008",411090,400215
"060133552001009",411090,400215
"060133552001010",411090,400215
"060133552001011",411090,400215
"060133552001012",413230,400215
"060133552001013",413230,400215
"060133552001014",413230,400215
"060133552001015",413230,400215
"060133552001016",413230,400215
"060133552001017",413230,400215
"060133552001018",411090,400215
"060133552001019",411090,400215
"060133552001020",411090,400215
"060133552001021",411090,400215
"060133552001022",410418,400215
"060133552001023",411090,400215
"060133552001024",411090,400215
"060133552001025",421068,400215
